"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"02/01/2021 15:00:00 - 02/01/2021 16:00:00","BZN|FR","Without sequence","53.45","",""
"02/01/2021 16:00:00 - 02/01/2021 17:00:00","BZN|FR","Without sequence","59.99","",""
"02/01/2021 17:00:00 - 02/01/2021 18:00:00","BZN|FR","Without sequence","62.0","",""
"02/01/2021 18:00:00 - 02/01/2021 19:00:00","BZN|FR","Without sequence","63.08","",""
"02/01/2021 19:00:00 - 02/01/2021 20:00:00","BZN|FR","Without sequence","62.17","",""
"02/01/2021 20:00:00 - 02/01/2021 21:00:00","BZN|FR","Without sequence","60.03","",""
"02/01/2021 21:00:00 - 02/01/2021 22:00:00","BZN|FR","Without sequence","55.03","",""
"02/01/2021 22:00:00 - 02/01/2021 23:00:00","BZN|FR","Without sequence","52.25","",""
"02/01/2021 23:00:00 - 03/01/2021 00:00:00","BZN|FR","Without sequence","48.45","",""
"03/01/2021 00:00:00 - 03/01/2021 01:00:00","BZN|FR","Without sequence","46.11","",""
"03/01/2021 01:00:00 - 03/01/2021 02:00:00","BZN|FR","Without sequence","43.0","",""
"03/01/2021 02:00:00 - 03/01/2021 03:00:00","BZN|FR","Without sequence","39.55","",""
"03/01/2021 03:00:00 - 03/01/2021 04:00:00","BZN|FR","Without sequence","37.44","",""
"03/01/2021 04:00:00 - 03/01/2021 05:00:00","BZN|FR","Without sequence","35.64","",""
"03/01/2021 05:00:00 - 03/01/2021 06:00:00","BZN|FR","Without sequence","35.5","",""
"03/01/2021 06:00:00 - 03/01/2021 07:00:00","BZN|FR","Without sequence","36.14","",""
"03/01/2021 07:00:00 - 03/01/2021 08:00:00","BZN|FR","Without sequence","36.97","",""
"03/01/2021 08:00:00 - 03/01/2021 09:00:00","BZN|FR","Without sequence","38.92","",""
"03/01/2021 09:00:00 - 03/01/2021 10:00:00","BZN|FR","Without sequence","44.49","",""
"03/01/2021 10:00:00 - 03/01/2021 11:00:00","BZN|FR","Without sequence","49.0","",""
"03/01/2021 11:00:00 - 03/01/2021 12:00:00","BZN|FR","Without sequence","50.3","",""
"03/01/2021 12:00:00 - 03/01/2021 13:00:00","BZN|FR","Without sequence","52.04","",""
"03/01/2021 13:00:00 - 03/01/2021 14:00:00","BZN|FR","Without sequence","46.64","",""
"03/01/2021 14:00:00 - 03/01/2021 15:00:00","BZN|FR","Without sequence","44.01","",""
"03/01/2021 15:00:00 - 03/01/2021 16:00:00","BZN|FR","Without sequence","41.27","",""
"03/01/2021 16:00:00 - 03/01/2021 17:00:00","BZN|FR","Without sequence","49.92","",""
"03/01/2021 17:00:00 - 03/01/2021 18:00:00","BZN|FR","Without sequence","55.16","",""
"03/01/2021 18:00:00 - 03/01/2021 19:00:00","BZN|FR","Without sequence","59.29","",""
"03/01/2021 19:00:00 - 03/01/2021 20:00:00","BZN|FR","Without sequence","61.09","",""
"03/01/2021 20:00:00 - 03/01/2021 21:00:00","BZN|FR","Without sequence","60.0","",""
"03/01/2021 21:00:00 - 03/01/2021 22:00:00","BZN|FR","Without sequence","59.4","",""
"03/01/2021 22:00:00 - 03/01/2021 23:00:00","BZN|FR","Without sequence","55.36","",""
"03/01/2021 23:00:00 - 04/01/2021 00:00:00","BZN|FR","Without sequence","53.06","",""
"04/01/2021 00:00:00 - 04/01/2021 01:00:00","BZN|FR","Without sequence","50.23","",""
"04/01/2021 01:00:00 - 04/01/2021 02:00:00","BZN|FR","Without sequence","47.01","",""
"04/01/2021 02:00:00 - 04/01/2021 03:00:00","BZN|FR","Without sequence","43.79","",""
"04/01/2021 03:00:00 - 04/01/2021 04:00:00","BZN|FR","Without sequence","41.65","",""
"04/01/2021 04:00:00 - 04/01/2021 05:00:00","BZN|FR","Without sequence","41.62","",""
"04/01/2021 05:00:00 - 04/01/2021 06:00:00","BZN|FR","Without sequence","44.5","",""
"04/01/2021 06:00:00 - 04/01/2021 07:00:00","BZN|FR","Without sequence","56.0","",""
"04/01/2021 07:00:00 - 04/01/2021 08:00:00","BZN|FR","Without sequence","62.0","",""
"04/01/2021 08:00:00 - 04/01/2021 09:00:00","BZN|FR","Without sequence","64.84","",""
"04/01/2021 09:00:00 - 04/01/2021 10:00:00","BZN|FR","Without sequence","68.25","",""
"04/01/2021 10:00:00 - 04/01/2021 11:00:00","BZN|FR","Without sequence","65.97","",""
"04/01/2021 11:00:00 - 04/01/2021 12:00:00","BZN|FR","Without sequence","63.93","",""
"04/01/2021 12:00:00 - 04/01/2021 13:00:00","BZN|FR","Without sequence","63.94","",""
"04/01/2021 13:00:00 - 04/01/2021 14:00:00","BZN|FR","Without sequence","63.94","",""
"04/01/2021 14:00:00 - 04/01/2021 15:00:00","BZN|FR","Without sequence","61.97","",""
"04/01/2021 15:00:00 - 04/01/2021 16:00:00","BZN|FR","Without sequence","62.45","",""
"04/01/2021 16:00:00 - 04/01/2021 17:00:00","BZN|FR","Without sequence","63.9","",""
"04/01/2021 17:00:00 - 04/01/2021 18:00:00","BZN|FR","Without sequence","67.02","",""
"04/01/2021 18:00:00 - 04/01/2021 19:00:00","BZN|FR","Without sequence","71.05","",""
"04/01/2021 19:00:00 - 04/01/2021 20:00:00","BZN|FR","Without sequence","72.6","",""
"04/01/2021 20:00:00 - 04/01/2021 21:00:00","BZN|FR","Without sequence","70.0","",""
"04/01/2021 21:00:00 - 04/01/2021 22:00:00","BZN|FR","Without sequence","61.39","",""
"04/01/2021 22:00:00 - 04/01/2021 23:00:00","BZN|FR","Without sequence","59.8","",""
"04/01/2021 23:00:00 - 05/01/2021 00:00:00","BZN|FR","Without sequence","54.69","",""
"05/01/2021 00:00:00 - 05/01/2021 01:00:00","BZN|FR","Without sequence","54.79","",""
"05/01/2021 01:00:00 - 05/01/2021 02:00:00","BZN|FR","Without sequence","50.3","",""
"05/01/2021 02:00:00 - 05/01/2021 03:00:00","BZN|FR","Without sequence","49.53","",""
"05/01/2021 03:00:00 - 05/01/2021 04:00:00","BZN|FR","Without sequence","44.58","",""
"05/01/2021 04:00:00 - 05/01/2021 05:00:00","BZN|FR","Without sequence","45.05","",""
"05/01/2021 05:00:00 - 05/01/2021 06:00:00","BZN|FR","Without sequence","49.53","",""
"05/01/2021 06:00:00 - 05/01/2021 07:00:00","BZN|FR","Without sequence","58.15","",""
"05/01/2021 07:00:00 - 05/01/2021 08:00:00","BZN|FR","Without sequence","68.3","",""
"05/01/2021 08:00:00 - 05/01/2021 09:00:00","BZN|FR","Without sequence","70.41","",""
"05/01/2021 09:00:00 - 05/01/2021 10:00:00","BZN|FR","Without sequence","75.0","",""
"05/01/2021 10:00:00 - 05/01/2021 11:00:00","BZN|FR","Without sequence","73.48","",""
"05/01/2021 11:00:00 - 05/01/2021 12:00:00","BZN|FR","Without sequence","72.31","",""
"05/01/2021 12:00:00 - 05/01/2021 13:00:00","BZN|FR","Without sequence","71.35","",""
"05/01/2021 13:00:00 - 05/01/2021 14:00:00","BZN|FR","Without sequence","72.52","",""
"05/01/2021 14:00:00 - 05/01/2021 15:00:00","BZN|FR","Without sequence","69.75","",""
"05/01/2021 15:00:00 - 05/01/2021 16:00:00","BZN|FR","Without sequence","66.46","",""
"05/01/2021 16:00:00 - 05/01/2021 17:00:00","BZN|FR","Without sequence","66.04","",""
"05/01/2021 17:00:00 - 05/01/2021 18:00:00","BZN|FR","Without sequence","71.9","",""
"05/01/2021 18:00:00 - 05/01/2021 19:00:00","BZN|FR","Without sequence","80.0","",""
"05/01/2021 19:00:00 - 05/01/2021 20:00:00","BZN|FR","Without sequence","80.0","",""
"05/01/2021 20:00:00 - 05/01/2021 21:00:00","BZN|FR","Without sequence","70.12","",""
"05/01/2021 21:00:00 - 05/01/2021 22:00:00","BZN|FR","Without sequence","58.87","",""
"05/01/2021 22:00:00 - 05/01/2021 23:00:00","BZN|FR","Without sequence","58.5","",""
"05/01/2021 23:00:00 - 06/01/2021 00:00:00","BZN|FR","Without sequence","55.51","",""
"06/01/2021 00:00:00 - 06/01/2021 01:00:00","BZN|FR","Without sequence","53.73","",""
"06/01/2021 01:00:00 - 06/01/2021 02:00:00","BZN|FR","Without sequence","52.95","",""
"06/01/2021 02:00:00 - 06/01/2021 03:00:00","BZN|FR","Without sequence","52.73","",""
"06/01/2021 03:00:00 - 06/01/2021 04:00:00","BZN|FR","Without sequence","50.12","",""
"06/01/2021 04:00:00 - 06/01/2021 05:00:00","BZN|FR","Without sequence","47.2","",""
"06/01/2021 05:00:00 - 06/01/2021 06:00:00","BZN|FR","Without sequence","49.29","",""
"06/01/2021 06:00:00 - 06/01/2021 07:00:00","BZN|FR","Without sequence","55.0","",""
"06/01/2021 07:00:00 - 06/01/2021 08:00:00","BZN|FR","Without sequence","67.61","",""
"06/01/2021 08:00:00 - 06/01/2021 09:00:00","BZN|FR","Without sequence","73.6","",""
"06/01/2021 09:00:00 - 06/01/2021 10:00:00","BZN|FR","Without sequence","91.73","",""
"06/01/2021 10:00:00 - 06/01/2021 11:00:00","BZN|FR","Without sequence","86.99","",""
"06/01/2021 11:00:00 - 06/01/2021 12:00:00","BZN|FR","Without sequence","80.02","",""
"06/01/2021 12:00:00 - 06/01/2021 13:00:00","BZN|FR","Without sequence","78.76","",""
"06/01/2021 13:00:00 - 06/01/2021 14:00:00","BZN|FR","Without sequence","73.79","",""
"06/01/2021 14:00:00 - 06/01/2021 15:00:00","BZN|FR","Without sequence","73.02","",""
"06/01/2021 15:00:00 - 06/01/2021 16:00:00","BZN|FR","Without sequence","70.89","",""
"06/01/2021 16:00:00 - 06/01/2021 17:00:00","BZN|FR","Without sequence","72.85","",""
"06/01/2021 17:00:00 - 06/01/2021 18:00:00","BZN|FR","Without sequence","79.63","",""
"06/01/2021 18:00:00 - 06/01/2021 19:00:00","BZN|FR","Without sequence","101.07","",""
"06/01/2021 19:00:00 - 06/01/2021 20:00:00","BZN|FR","Without sequence","96.85","",""
"06/01/2021 20:00:00 - 06/01/2021 21:00:00","BZN|FR","Without sequence","79.6","",""
"06/01/2021 21:00:00 - 06/01/2021 22:00:00","BZN|FR","Without sequence","69.77","",""
"06/01/2021 22:00:00 - 06/01/2021 23:00:00","BZN|FR","Without sequence","64.31","",""
"06/01/2021 23:00:00 - 07/01/2021 00:00:00","BZN|FR","Without sequence","62.39","",""
"07/01/2021 00:00:00 - 07/01/2021 01:00:00","BZN|FR","Without sequence","77.0","",""
"07/01/2021 01:00:00 - 07/01/2021 02:00:00","BZN|FR","Without sequence","65.85","",""
"07/01/2021 02:00:00 - 07/01/2021 03:00:00","BZN|FR","Without sequence","63.78","",""
"07/01/2021 03:00:00 - 07/01/2021 04:00:00","BZN|FR","Without sequence","51.51","",""
"07/01/2021 04:00:00 - 07/01/2021 05:00:00","BZN|FR","Without sequence","49.35","",""
"07/01/2021 05:00:00 - 07/01/2021 06:00:00","BZN|FR","Without sequence","55.63","",""
"07/01/2021 06:00:00 - 07/01/2021 07:00:00","BZN|FR","Without sequence","65.0","",""
"07/01/2021 07:00:00 - 07/01/2021 08:00:00","BZN|FR","Without sequence","83.98","",""
"07/01/2021 08:00:00 - 07/01/2021 09:00:00","BZN|FR","Without sequence","95.02","",""
"07/01/2021 09:00:00 - 07/01/2021 10:00:00","BZN|FR","Without sequence","99.0","",""
"07/01/2021 10:00:00 - 07/01/2021 11:00:00","BZN|FR","Without sequence","93.83","",""
"07/01/2021 11:00:00 - 07/01/2021 12:00:00","BZN|FR","Without sequence","97.87","",""
"07/01/2021 12:00:00 - 07/01/2021 13:00:00","BZN|FR","Without sequence","100.0","",""
"07/01/2021 13:00:00 - 07/01/2021 14:00:00","BZN|FR","Without sequence","92.14","",""
"07/01/2021 14:00:00 - 07/01/2021 15:00:00","BZN|FR","Without sequence","80.4","",""
"07/01/2021 15:00:00 - 07/01/2021 16:00:00","BZN|FR","Without sequence","83.57","",""
"07/01/2021 16:00:00 - 07/01/2021 17:00:00","BZN|FR","Without sequence","89.68","",""
"07/01/2021 17:00:00 - 07/01/2021 18:00:00","BZN|FR","Without sequence","100.0","",""
"07/01/2021 18:00:00 - 07/01/2021 19:00:00","BZN|FR","Without sequence","106.95","",""
"07/01/2021 19:00:00 - 07/01/2021 20:00:00","BZN|FR","Without sequence","108.97","",""
"07/01/2021 20:00:00 - 07/01/2021 21:00:00","BZN|FR","Without sequence","95.85","",""
"07/01/2021 21:00:00 - 07/01/2021 22:00:00","BZN|FR","Without sequence","78.37","",""
"07/01/2021 22:00:00 - 07/01/2021 23:00:00","BZN|FR","Without sequence","71.68","",""
"07/01/2021 23:00:00 - 08/01/2021 00:00:00","BZN|FR","Without sequence","65.04","",""
"08/01/2021 00:00:00 - 08/01/2021 01:00:00","BZN|FR","Without sequence","57.45","",""
"08/01/2021 01:00:00 - 08/01/2021 02:00:00","BZN|FR","Without sequence","56.41","",""
"08/01/2021 02:00:00 - 08/01/2021 03:00:00","BZN|FR","Without sequence","55.17","",""
"08/01/2021 03:00:00 - 08/01/2021 04:00:00","BZN|FR","Without sequence","51.76","",""
"08/01/2021 04:00:00 - 08/01/2021 05:00:00","BZN|FR","Without sequence","50.86","",""
"08/01/2021 05:00:00 - 08/01/2021 06:00:00","BZN|FR","Without sequence","56.45","",""
"08/01/2021 06:00:00 - 08/01/2021 07:00:00","BZN|FR","Without sequence","65.75","",""
"08/01/2021 07:00:00 - 08/01/2021 08:00:00","BZN|FR","Without sequence","86.93","",""
"08/01/2021 08:00:00 - 08/01/2021 09:00:00","BZN|FR","Without sequence","103.54","",""
"08/01/2021 09:00:00 - 08/01/2021 10:00:00","BZN|FR","Without sequence","110.45","",""
"08/01/2021 10:00:00 - 08/01/2021 11:00:00","BZN|FR","Without sequence","109.96","",""
"08/01/2021 11:00:00 - 08/01/2021 12:00:00","BZN|FR","Without sequence","106.82","",""
"08/01/2021 12:00:00 - 08/01/2021 13:00:00","BZN|FR","Without sequence","102.37","",""
"08/01/2021 13:00:00 - 08/01/2021 14:00:00","BZN|FR","Without sequence","97.61","",""
"08/01/2021 14:00:00 - 08/01/2021 15:00:00","BZN|FR","Without sequence","95.0","",""
"08/01/2021 15:00:00 - 08/01/2021 16:00:00","BZN|FR","Without sequence","95.42","",""
"08/01/2021 16:00:00 - 08/01/2021 17:00:00","BZN|FR","Without sequence","95.0","",""
"08/01/2021 17:00:00 - 08/01/2021 18:00:00","BZN|FR","Without sequence","110.0","",""
"08/01/2021 18:00:00 - 08/01/2021 19:00:00","BZN|FR","Without sequence","113.37","",""
"08/01/2021 19:00:00 - 08/01/2021 20:00:00","BZN|FR","Without sequence","114.89","",""
"08/01/2021 20:00:00 - 08/01/2021 21:00:00","BZN|FR","Without sequence","88.06","",""
"08/01/2021 21:00:00 - 08/01/2021 22:00:00","BZN|FR","Without sequence","78.37","",""
"08/01/2021 22:00:00 - 08/01/2021 23:00:00","BZN|FR","Without sequence","65.6","",""
"08/01/2021 23:00:00 - 09/01/2021 00:00:00","BZN|FR","Without sequence","69.27","",""
"09/01/2021 00:00:00 - 09/01/2021 01:00:00","BZN|FR","Without sequence","61.9","",""
"09/01/2021 01:00:00 - 09/01/2021 02:00:00","BZN|FR","Without sequence","58.38","",""
"09/01/2021 02:00:00 - 09/01/2021 03:00:00","BZN|FR","Without sequence","55.96","",""
"09/01/2021 03:00:00 - 09/01/2021 04:00:00","BZN|FR","Without sequence","51.88","",""
"09/01/2021 04:00:00 - 09/01/2021 05:00:00","BZN|FR","Without sequence","50.25","",""
"09/01/2021 05:00:00 - 09/01/2021 06:00:00","BZN|FR","Without sequence","50.25","",""
"09/01/2021 06:00:00 - 09/01/2021 07:00:00","BZN|FR","Without sequence","51.39","",""
"09/01/2021 07:00:00 - 09/01/2021 08:00:00","BZN|FR","Without sequence","55.62","",""
"09/01/2021 08:00:00 - 09/01/2021 09:00:00","BZN|FR","Without sequence","59.8","",""
"09/01/2021 09:00:00 - 09/01/2021 10:00:00","BZN|FR","Without sequence","66.92","",""
"09/01/2021 10:00:00 - 09/01/2021 11:00:00","BZN|FR","Without sequence","67.71","",""
"09/01/2021 11:00:00 - 09/01/2021 12:00:00","BZN|FR","Without sequence","68.0","",""
"09/01/2021 12:00:00 - 09/01/2021 13:00:00","BZN|FR","Without sequence","67.01","",""
"09/01/2021 13:00:00 - 09/01/2021 14:00:00","BZN|FR","Without sequence","62.53","",""
"09/01/2021 14:00:00 - 09/01/2021 15:00:00","BZN|FR","Without sequence","60.0","",""
"09/01/2021 15:00:00 - 09/01/2021 16:00:00","BZN|FR","Without sequence","60.0","",""
"09/01/2021 16:00:00 - 09/01/2021 17:00:00","BZN|FR","Without sequence","62.78","",""
"09/01/2021 17:00:00 - 09/01/2021 18:00:00","BZN|FR","Without sequence","69.92","",""
"09/01/2021 18:00:00 - 09/01/2021 19:00:00","BZN|FR","Without sequence","71.99","",""
"09/01/2021 19:00:00 - 09/01/2021 20:00:00","BZN|FR","Without sequence","68.95","",""
"09/01/2021 20:00:00 - 09/01/2021 21:00:00","BZN|FR","Without sequence","62.66","",""
"09/01/2021 21:00:00 - 09/01/2021 22:00:00","BZN|FR","Without sequence","59.0","",""
"09/01/2021 22:00:00 - 09/01/2021 23:00:00","BZN|FR","Without sequence","56.53","",""
"09/01/2021 23:00:00 - 10/01/2021 00:00:00","BZN|FR","Without sequence","54.86","",""
"10/01/2021 00:00:00 - 10/01/2021 01:00:00","BZN|FR","Without sequence","56.86","",""
"10/01/2021 01:00:00 - 10/01/2021 02:00:00","BZN|FR","Without sequence","55.75","",""
"10/01/2021 02:00:00 - 10/01/2021 03:00:00","BZN|FR","Without sequence","53.14","",""
"10/01/2021 03:00:00 - 10/01/2021 04:00:00","BZN|FR","Without sequence","49.03","",""
"10/01/2021 04:00:00 - 10/01/2021 05:00:00","BZN|FR","Without sequence","48.45","",""
"10/01/2021 05:00:00 - 10/01/2021 06:00:00","BZN|FR","Without sequence","49.07","",""
"10/01/2021 06:00:00 - 10/01/2021 07:00:00","BZN|FR","Without sequence","50.87","",""
"10/01/2021 07:00:00 - 10/01/2021 08:00:00","BZN|FR","Without sequence","50.23","",""
"10/01/2021 08:00:00 - 10/01/2021 09:00:00","BZN|FR","Without sequence","51.6","",""
"10/01/2021 09:00:00 - 10/01/2021 10:00:00","BZN|FR","Without sequence","57.43","",""
"10/01/2021 10:00:00 - 10/01/2021 11:00:00","BZN|FR","Without sequence","59.45","",""
"10/01/2021 11:00:00 - 10/01/2021 12:00:00","BZN|FR","Without sequence","61.53","",""
"10/01/2021 12:00:00 - 10/01/2021 13:00:00","BZN|FR","Without sequence","60.39","",""
"10/01/2021 13:00:00 - 10/01/2021 14:00:00","BZN|FR","Without sequence","56.41","",""
"10/01/2021 14:00:00 - 10/01/2021 15:00:00","BZN|FR","Without sequence","53.18","",""
"10/01/2021 15:00:00 - 10/01/2021 16:00:00","BZN|FR","Without sequence","54.85","",""
"10/01/2021 16:00:00 - 10/01/2021 17:00:00","BZN|FR","Without sequence","56.52","",""
"10/01/2021 17:00:00 - 10/01/2021 18:00:00","BZN|FR","Without sequence","62.09","",""
"10/01/2021 18:00:00 - 10/01/2021 19:00:00","BZN|FR","Without sequence","65.11","",""
"10/01/2021 19:00:00 - 10/01/2021 20:00:00","BZN|FR","Without sequence","73.91","",""
"10/01/2021 20:00:00 - 10/01/2021 21:00:00","BZN|FR","Without sequence","63.58","",""
"10/01/2021 21:00:00 - 10/01/2021 22:00:00","BZN|FR","Without sequence","57.43","",""
"10/01/2021 22:00:00 - 10/01/2021 23:00:00","BZN|FR","Without sequence","56.84","",""
"10/01/2021 23:00:00 - 11/01/2021 00:00:00","BZN|FR","Without sequence","60.72","",""
"11/01/2021 00:00:00 - 11/01/2021 01:00:00","BZN|FR","Without sequence","58.25","",""
"11/01/2021 01:00:00 - 11/01/2021 02:00:00","BZN|FR","Without sequence","53.19","",""
"11/01/2021 02:00:00 - 11/01/2021 03:00:00","BZN|FR","Without sequence","50.87","",""
"11/01/2021 03:00:00 - 11/01/2021 04:00:00","BZN|FR","Without sequence","47.69","",""
"11/01/2021 04:00:00 - 11/01/2021 05:00:00","BZN|FR","Without sequence","46.36","",""
"11/01/2021 05:00:00 - 11/01/2021 06:00:00","BZN|FR","Without sequence","52.3","",""
"11/01/2021 06:00:00 - 11/01/2021 07:00:00","BZN|FR","Without sequence","62.51","",""
"11/01/2021 07:00:00 - 11/01/2021 08:00:00","BZN|FR","Without sequence","77.9","",""
"11/01/2021 08:00:00 - 11/01/2021 09:00:00","BZN|FR","Without sequence","86.4","",""
"11/01/2021 09:00:00 - 11/01/2021 10:00:00","BZN|FR","Without sequence","89.06","",""
"11/01/2021 10:00:00 - 11/01/2021 11:00:00","BZN|FR","Without sequence","77.2","",""
"11/01/2021 11:00:00 - 11/01/2021 12:00:00","BZN|FR","Without sequence","74.07","",""
"11/01/2021 12:00:00 - 11/01/2021 13:00:00","BZN|FR","Without sequence","72.94","",""
"11/01/2021 13:00:00 - 11/01/2021 14:00:00","BZN|FR","Without sequence","71.38","",""
"11/01/2021 14:00:00 - 11/01/2021 15:00:00","BZN|FR","Without sequence","69.21","",""
"11/01/2021 15:00:00 - 11/01/2021 16:00:00","BZN|FR","Without sequence","69.04","",""
"11/01/2021 16:00:00 - 11/01/2021 17:00:00","BZN|FR","Without sequence","69.81","",""
"11/01/2021 17:00:00 - 11/01/2021 18:00:00","BZN|FR","Without sequence","75.0","",""
"11/01/2021 18:00:00 - 11/01/2021 19:00:00","BZN|FR","Without sequence","83.0","",""
"11/01/2021 19:00:00 - 11/01/2021 20:00:00","BZN|FR","Without sequence","79.63","",""
"11/01/2021 20:00:00 - 11/01/2021 21:00:00","BZN|FR","Without sequence","70.95","",""
"11/01/2021 21:00:00 - 11/01/2021 22:00:00","BZN|FR","Without sequence","64.41","",""
"11/01/2021 22:00:00 - 11/01/2021 23:00:00","BZN|FR","Without sequence","62.25","",""
"11/01/2021 23:00:00 - 12/01/2021 00:00:00","BZN|FR","Without sequence","61.12","",""
"12/01/2021 00:00:00 - 12/01/2021 01:00:00","BZN|FR","Without sequence","56.18","",""
"12/01/2021 01:00:00 - 12/01/2021 02:00:00","BZN|FR","Without sequence","55.26","",""
"12/01/2021 02:00:00 - 12/01/2021 03:00:00","BZN|FR","Without sequence","54.67","",""
"12/01/2021 03:00:00 - 12/01/2021 04:00:00","BZN|FR","Without sequence","48.16","",""
"12/01/2021 04:00:00 - 12/01/2021 05:00:00","BZN|FR","Without sequence","46.57","",""
"12/01/2021 05:00:00 - 12/01/2021 06:00:00","BZN|FR","Without sequence","48.86","",""
"12/01/2021 06:00:00 - 12/01/2021 07:00:00","BZN|FR","Without sequence","50.05","",""
"12/01/2021 07:00:00 - 12/01/2021 08:00:00","BZN|FR","Without sequence","65.4","",""
"12/01/2021 08:00:00 - 12/01/2021 09:00:00","BZN|FR","Without sequence","62.12","",""
"12/01/2021 09:00:00 - 12/01/2021 10:00:00","BZN|FR","Without sequence","68.46","",""
"12/01/2021 10:00:00 - 12/01/2021 11:00:00","BZN|FR","Without sequence","67.79","",""
"12/01/2021 11:00:00 - 12/01/2021 12:00:00","BZN|FR","Without sequence","70.78","",""
"12/01/2021 12:00:00 - 12/01/2021 13:00:00","BZN|FR","Without sequence","70.7","",""
"12/01/2021 13:00:00 - 12/01/2021 14:00:00","BZN|FR","Without sequence","69.5","",""
"12/01/2021 14:00:00 - 12/01/2021 15:00:00","BZN|FR","Without sequence","68.77","",""
"12/01/2021 15:00:00 - 12/01/2021 16:00:00","BZN|FR","Without sequence","73.6","",""
"12/01/2021 16:00:00 - 12/01/2021 17:00:00","BZN|FR","Without sequence","65.63","",""
"12/01/2021 17:00:00 - 12/01/2021 18:00:00","BZN|FR","Without sequence","74.76","",""
