"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"03/01/2025 06:00:00 - 03/01/2025 07:00:00","BZN|FR","Without sequence","100.14","",""
"03/01/2025 07:00:00 - 03/01/2025 08:00:00","BZN|FR","Without sequence","119.27","",""
"03/01/2025 08:00:00 - 03/01/2025 09:00:00","BZN|FR","Without sequence","127.28","",""
"03/01/2025 09:00:00 - 03/01/2025 10:00:00","BZN|FR","Without sequence","132.97","",""
"03/01/2025 10:00:00 - 03/01/2025 11:00:00","BZN|FR","Without sequence","130.52","",""
"03/01/2025 11:00:00 - 03/01/2025 12:00:00","BZN|FR","Without sequence","123.2","",""
"03/01/2025 12:00:00 - 03/01/2025 13:00:00","BZN|FR","Without sequence","113.51","",""
"03/01/2025 13:00:00 - 03/01/2025 14:00:00","BZN|FR","Without sequence","107.6","",""
"03/01/2025 14:00:00 - 03/01/2025 15:00:00","BZN|FR","Without sequence","105.88","",""
"03/01/2025 15:00:00 - 03/01/2025 16:00:00","BZN|FR","Without sequence","110.22","",""
"03/01/2025 16:00:00 - 03/01/2025 17:00:00","BZN|FR","Without sequence","123.2","",""
"03/01/2025 17:00:00 - 03/01/2025 18:00:00","BZN|FR","Without sequence","141.2","",""
"03/01/2025 18:00:00 - 03/01/2025 19:00:00","BZN|FR","Without sequence","144.48","",""
"03/01/2025 19:00:00 - 03/01/2025 20:00:00","BZN|FR","Without sequence","141.43","",""
"03/01/2025 20:00:00 - 03/01/2025 21:00:00","BZN|FR","Without sequence","133.2","",""
"03/01/2025 21:00:00 - 03/01/2025 22:00:00","BZN|FR","Without sequence","119.9","",""
"03/01/2025 22:00:00 - 03/01/2025 23:00:00","BZN|FR","Without sequence","123.58","",""
"03/01/2025 23:00:00 - 04/01/2025 00:00:00","BZN|FR","Without sequence","126.09","",""
"04/01/2025 00:00:00 - 04/01/2025 01:00:00","BZN|FR","Without sequence","109.06","",""
"04/01/2025 01:00:00 - 04/01/2025 02:00:00","BZN|FR","Without sequence","101.0","",""
"04/01/2025 02:00:00 - 04/01/2025 03:00:00","BZN|FR","Without sequence","95.53","",""
"04/01/2025 03:00:00 - 04/01/2025 04:00:00","BZN|FR","Without sequence","94.33","",""
"04/01/2025 04:00:00 - 04/01/2025 05:00:00","BZN|FR","Without sequence","96.62","",""
"04/01/2025 05:00:00 - 04/01/2025 06:00:00","BZN|FR","Without sequence","102.63","",""
"04/01/2025 06:00:00 - 04/01/2025 07:00:00","BZN|FR","Without sequence","110.89","",""
"04/01/2025 07:00:00 - 04/01/2025 08:00:00","BZN|FR","Without sequence","120.25","",""
"04/01/2025 08:00:00 - 04/01/2025 09:00:00","BZN|FR","Without sequence","128.39","",""
"04/01/2025 09:00:00 - 04/01/2025 10:00:00","BZN|FR","Without sequence","130.75","",""
"04/01/2025 10:00:00 - 04/01/2025 11:00:00","BZN|FR","Without sequence","130.34","",""
"04/01/2025 11:00:00 - 04/01/2025 12:00:00","BZN|FR","Without sequence","128.29","",""
"04/01/2025 12:00:00 - 04/01/2025 13:00:00","BZN|FR","Without sequence","130.03","",""
"04/01/2025 13:00:00 - 04/01/2025 14:00:00","BZN|FR","Without sequence","129.85","",""
"04/01/2025 14:00:00 - 04/01/2025 15:00:00","BZN|FR","Without sequence","136.4","",""
"04/01/2025 15:00:00 - 04/01/2025 16:00:00","BZN|FR","Without sequence","138.89","",""
"04/01/2025 16:00:00 - 04/01/2025 17:00:00","BZN|FR","Without sequence","133.52","",""
"04/01/2025 17:00:00 - 04/01/2025 18:00:00","BZN|FR","Without sequence","136.78","",""
"04/01/2025 18:00:00 - 04/01/2025 19:00:00","BZN|FR","Without sequence","145.0","",""
"04/01/2025 19:00:00 - 04/01/2025 20:00:00","BZN|FR","Without sequence","139.73","",""
"04/01/2025 20:00:00 - 04/01/2025 21:00:00","BZN|FR","Without sequence","130.49","",""
"04/01/2025 21:00:00 - 04/01/2025 22:00:00","BZN|FR","Without sequence","123.82","",""
"04/01/2025 22:00:00 - 04/01/2025 23:00:00","BZN|FR","Without sequence","119.23","",""
"04/01/2025 23:00:00 - 05/01/2025 00:00:00","BZN|FR","Without sequence","109.9","",""
"05/01/2025 00:00:00 - 05/01/2025 01:00:00","BZN|FR","Without sequence","101.77","",""
"05/01/2025 01:00:00 - 05/01/2025 02:00:00","BZN|FR","Without sequence","70.5","",""
"05/01/2025 02:00:00 - 05/01/2025 03:00:00","BZN|FR","Without sequence","64.81","",""
"05/01/2025 03:00:00 - 05/01/2025 04:00:00","BZN|FR","Without sequence","46.7","",""
"05/01/2025 04:00:00 - 05/01/2025 05:00:00","BZN|FR","Without sequence","43.87","",""
"05/01/2025 05:00:00 - 05/01/2025 06:00:00","BZN|FR","Without sequence","36.61","",""
"05/01/2025 06:00:00 - 05/01/2025 07:00:00","BZN|FR","Without sequence","34.04","",""
"05/01/2025 07:00:00 - 05/01/2025 08:00:00","BZN|FR","Without sequence","44.0","",""
"05/01/2025 08:00:00 - 05/01/2025 09:00:00","BZN|FR","Without sequence","51.27","",""
"05/01/2025 09:00:00 - 05/01/2025 10:00:00","BZN|FR","Without sequence","50.0","",""
"05/01/2025 10:00:00 - 05/01/2025 11:00:00","BZN|FR","Without sequence","49.81","",""
"05/01/2025 11:00:00 - 05/01/2025 12:00:00","BZN|FR","Without sequence","43.05","",""
"05/01/2025 12:00:00 - 05/01/2025 13:00:00","BZN|FR","Without sequence","45.74","",""
"05/01/2025 13:00:00 - 05/01/2025 14:00:00","BZN|FR","Without sequence","35.19","",""
"05/01/2025 14:00:00 - 05/01/2025 15:00:00","BZN|FR","Without sequence","30.0","",""
"05/01/2025 15:00:00 - 05/01/2025 16:00:00","BZN|FR","Without sequence","28.0","",""
"05/01/2025 16:00:00 - 05/01/2025 17:00:00","BZN|FR","Without sequence","35.22","",""
"05/01/2025 17:00:00 - 05/01/2025 18:00:00","BZN|FR","Without sequence","57.72","",""
"05/01/2025 18:00:00 - 05/01/2025 19:00:00","BZN|FR","Without sequence","64.81","",""
"05/01/2025 19:00:00 - 05/01/2025 20:00:00","BZN|FR","Without sequence","59.06","",""
"05/01/2025 20:00:00 - 05/01/2025 21:00:00","BZN|FR","Without sequence","50.97","",""
"05/01/2025 21:00:00 - 05/01/2025 22:00:00","BZN|FR","Without sequence","48.89","",""
"05/01/2025 22:00:00 - 05/01/2025 23:00:00","BZN|FR","Without sequence","38.22","",""
"05/01/2025 23:00:00 - 06/01/2025 00:00:00","BZN|FR","Without sequence","20.55","",""
"06/01/2025 00:00:00 - 06/01/2025 01:00:00","BZN|FR","Without sequence","13.28","",""
"06/01/2025 01:00:00 - 06/01/2025 02:00:00","BZN|FR","Without sequence","8.35","",""
"06/01/2025 02:00:00 - 06/01/2025 03:00:00","BZN|FR","Without sequence","5.23","",""
"06/01/2025 03:00:00 - 06/01/2025 04:00:00","BZN|FR","Without sequence","3.52","",""
"06/01/2025 04:00:00 - 06/01/2025 05:00:00","BZN|FR","Without sequence","3.52","",""
"06/01/2025 05:00:00 - 06/01/2025 06:00:00","BZN|FR","Without sequence","5.61","",""
"06/01/2025 06:00:00 - 06/01/2025 07:00:00","BZN|FR","Without sequence","11.27","",""
"06/01/2025 07:00:00 - 06/01/2025 08:00:00","BZN|FR","Without sequence","37.0","",""
"06/01/2025 08:00:00 - 06/01/2025 09:00:00","BZN|FR","Without sequence","58.15","",""
"06/01/2025 09:00:00 - 06/01/2025 10:00:00","BZN|FR","Without sequence","51.15","",""
"06/01/2025 10:00:00 - 06/01/2025 11:00:00","BZN|FR","Without sequence","40.81","",""
"06/01/2025 11:00:00 - 06/01/2025 12:00:00","BZN|FR","Without sequence","32.83","",""
"06/01/2025 12:00:00 - 06/01/2025 13:00:00","BZN|FR","Without sequence","31.28","",""
"06/01/2025 13:00:00 - 06/01/2025 14:00:00","BZN|FR","Without sequence","28.6","",""
"06/01/2025 14:00:00 - 06/01/2025 15:00:00","BZN|FR","Without sequence","26.95","",""
"06/01/2025 15:00:00 - 06/01/2025 16:00:00","BZN|FR","Without sequence","26.32","",""
"06/01/2025 16:00:00 - 06/01/2025 17:00:00","BZN|FR","Without sequence","38.49","",""
"06/01/2025 17:00:00 - 06/01/2025 18:00:00","BZN|FR","Without sequence","67.5","",""
"06/01/2025 18:00:00 - 06/01/2025 19:00:00","BZN|FR","Without sequence","88.34","",""
"06/01/2025 19:00:00 - 06/01/2025 20:00:00","BZN|FR","Without sequence","79.66","",""
"06/01/2025 20:00:00 - 06/01/2025 21:00:00","BZN|FR","Without sequence","67.18","",""
"06/01/2025 21:00:00 - 06/01/2025 22:00:00","BZN|FR","Without sequence","48.79","",""
"06/01/2025 22:00:00 - 06/01/2025 23:00:00","BZN|FR","Without sequence","48.02","",""
"06/01/2025 23:00:00 - 07/01/2025 00:00:00","BZN|FR","Without sequence","28.8","",""
"07/01/2025 00:00:00 - 07/01/2025 01:00:00","BZN|FR","Without sequence","20.88","",""
"07/01/2025 01:00:00 - 07/01/2025 02:00:00","BZN|FR","Without sequence","6.66","",""
"07/01/2025 02:00:00 - 07/01/2025 03:00:00","BZN|FR","Without sequence","12.54","",""
"07/01/2025 03:00:00 - 07/01/2025 04:00:00","BZN|FR","Without sequence","5.59","",""
"07/01/2025 04:00:00 - 07/01/2025 05:00:00","BZN|FR","Without sequence","0.4","",""
"07/01/2025 05:00:00 - 07/01/2025 06:00:00","BZN|FR","Without sequence","12.49","",""
"07/01/2025 06:00:00 - 07/01/2025 07:00:00","BZN|FR","Without sequence","60.01","",""
"07/01/2025 07:00:00 - 07/01/2025 08:00:00","BZN|FR","Without sequence","97.56","",""
"07/01/2025 08:00:00 - 07/01/2025 09:00:00","BZN|FR","Without sequence","115.0","",""
"07/01/2025 09:00:00 - 07/01/2025 10:00:00","BZN|FR","Without sequence","105.18","",""
"07/01/2025 10:00:00 - 07/01/2025 11:00:00","BZN|FR","Without sequence","93.49","",""
"07/01/2025 11:00:00 - 07/01/2025 12:00:00","BZN|FR","Without sequence","74.93","",""
"07/01/2025 12:00:00 - 07/01/2025 13:00:00","BZN|FR","Without sequence","71.25","",""
"07/01/2025 13:00:00 - 07/01/2025 14:00:00","BZN|FR","Without sequence","73.12","",""
"07/01/2025 14:00:00 - 07/01/2025 15:00:00","BZN|FR","Without sequence","79.76","",""
"07/01/2025 15:00:00 - 07/01/2025 16:00:00","BZN|FR","Without sequence","85.0","",""
"07/01/2025 16:00:00 - 07/01/2025 17:00:00","BZN|FR","Without sequence","100.64","",""
"07/01/2025 17:00:00 - 07/01/2025 18:00:00","BZN|FR","Without sequence","118.34","",""
"07/01/2025 18:00:00 - 07/01/2025 19:00:00","BZN|FR","Without sequence","128.87","",""
"07/01/2025 19:00:00 - 07/01/2025 20:00:00","BZN|FR","Without sequence","125.0","",""
"07/01/2025 20:00:00 - 07/01/2025 21:00:00","BZN|FR","Without sequence","107.24","",""
"07/01/2025 21:00:00 - 07/01/2025 22:00:00","BZN|FR","Without sequence","100.55","",""
"07/01/2025 22:00:00 - 07/01/2025 23:00:00","BZN|FR","Without sequence","98.53","",""
"07/01/2025 23:00:00 - 08/01/2025 00:00:00","BZN|FR","Without sequence","89.27","",""
"08/01/2025 00:00:00 - 08/01/2025 01:00:00","BZN|FR","Without sequence","74.23","",""
"08/01/2025 01:00:00 - 08/01/2025 02:00:00","BZN|FR","Without sequence","69.5","",""
"08/01/2025 02:00:00 - 08/01/2025 03:00:00","BZN|FR","Without sequence","59.97","",""
"08/01/2025 03:00:00 - 08/01/2025 04:00:00","BZN|FR","Without sequence","53.0","",""
"08/01/2025 04:00:00 - 08/01/2025 05:00:00","BZN|FR","Without sequence","59.52","",""
"08/01/2025 05:00:00 - 08/01/2025 06:00:00","BZN|FR","Without sequence","70.2","",""
"08/01/2025 06:00:00 - 08/01/2025 07:00:00","BZN|FR","Without sequence","97.41","",""
"08/01/2025 07:00:00 - 08/01/2025 08:00:00","BZN|FR","Without sequence","124.39","",""
"08/01/2025 08:00:00 - 08/01/2025 09:00:00","BZN|FR","Without sequence","135.01","",""
"08/01/2025 09:00:00 - 08/01/2025 10:00:00","BZN|FR","Without sequence","131.32","",""
"08/01/2025 10:00:00 - 08/01/2025 11:00:00","BZN|FR","Without sequence","125.04","",""
"08/01/2025 11:00:00 - 08/01/2025 12:00:00","BZN|FR","Without sequence","104.46","",""
"08/01/2025 12:00:00 - 08/01/2025 13:00:00","BZN|FR","Without sequence","97.57","",""
"08/01/2025 13:00:00 - 08/01/2025 14:00:00","BZN|FR","Without sequence","100.21","",""
"08/01/2025 14:00:00 - 08/01/2025 15:00:00","BZN|FR","Without sequence","110.19","",""
"08/01/2025 15:00:00 - 08/01/2025 16:00:00","BZN|FR","Without sequence","126.62","",""
"08/01/2025 16:00:00 - 08/01/2025 17:00:00","BZN|FR","Without sequence","124.05","",""
"08/01/2025 17:00:00 - 08/01/2025 18:00:00","BZN|FR","Without sequence","124.58","",""
"08/01/2025 18:00:00 - 08/01/2025 19:00:00","BZN|FR","Without sequence","137.58","",""
"08/01/2025 19:00:00 - 08/01/2025 20:00:00","BZN|FR","Without sequence","131.0","",""
"08/01/2025 20:00:00 - 08/01/2025 21:00:00","BZN|FR","Without sequence","124.81","",""
"08/01/2025 21:00:00 - 08/01/2025 22:00:00","BZN|FR","Without sequence","112.66","",""
"08/01/2025 22:00:00 - 08/01/2025 23:00:00","BZN|FR","Without sequence","111.9","",""
"08/01/2025 23:00:00 - 09/01/2025 00:00:00","BZN|FR","Without sequence","98.77","",""
"09/01/2025 00:00:00 - 09/01/2025 01:00:00","BZN|FR","Without sequence","60.38","",""
"09/01/2025 01:00:00 - 09/01/2025 02:00:00","BZN|FR","Without sequence","49.9","",""
"09/01/2025 02:00:00 - 09/01/2025 03:00:00","BZN|FR","Without sequence","51.86","",""
"09/01/2025 03:00:00 - 09/01/2025 04:00:00","BZN|FR","Without sequence","25.61","",""
"09/01/2025 04:00:00 - 09/01/2025 05:00:00","BZN|FR","Without sequence","13.01","",""
"09/01/2025 05:00:00 - 09/01/2025 06:00:00","BZN|FR","Without sequence","30.29","",""
"09/01/2025 06:00:00 - 09/01/2025 07:00:00","BZN|FR","Without sequence","60.08","",""
"09/01/2025 07:00:00 - 09/01/2025 08:00:00","BZN|FR","Without sequence","90.79","",""
"09/01/2025 08:00:00 - 09/01/2025 09:00:00","BZN|FR","Without sequence","100.99","",""
"09/01/2025 09:00:00 - 09/01/2025 10:00:00","BZN|FR","Without sequence","102.44","",""
"09/01/2025 10:00:00 - 09/01/2025 11:00:00","BZN|FR","Without sequence","97.45","",""
"09/01/2025 11:00:00 - 09/01/2025 12:00:00","BZN|FR","Without sequence","90.41","",""
"09/01/2025 12:00:00 - 09/01/2025 13:00:00","BZN|FR","Without sequence","94.75","",""
"09/01/2025 13:00:00 - 09/01/2025 14:00:00","BZN|FR","Without sequence","84.19","",""
"09/01/2025 14:00:00 - 09/01/2025 15:00:00","BZN|FR","Without sequence","80.89","",""
"09/01/2025 15:00:00 - 09/01/2025 16:00:00","BZN|FR","Without sequence","88.11","",""
"09/01/2025 16:00:00 - 09/01/2025 17:00:00","BZN|FR","Without sequence","109.4","",""
"09/01/2025 17:00:00 - 09/01/2025 18:00:00","BZN|FR","Without sequence","131.62","",""
"09/01/2025 18:00:00 - 09/01/2025 19:00:00","BZN|FR","Without sequence","135.73","",""
"09/01/2025 19:00:00 - 09/01/2025 20:00:00","BZN|FR","Without sequence","135.01","",""
"09/01/2025 20:00:00 - 09/01/2025 21:00:00","BZN|FR","Without sequence","120.36","",""
"09/01/2025 21:00:00 - 09/01/2025 22:00:00","BZN|FR","Without sequence","105.8","",""
"09/01/2025 22:00:00 - 09/01/2025 23:00:00","BZN|FR","Without sequence","101.43","",""
"09/01/2025 23:00:00 - 10/01/2025 00:00:00","BZN|FR","Without sequence","94.26","",""
"10/01/2025 00:00:00 - 10/01/2025 01:00:00","BZN|FR","Without sequence","86.82","",""
"10/01/2025 01:00:00 - 10/01/2025 02:00:00","BZN|FR","Without sequence","80.25","",""
"10/01/2025 02:00:00 - 10/01/2025 03:00:00","BZN|FR","Without sequence","72.09","",""
"10/01/2025 03:00:00 - 10/01/2025 04:00:00","BZN|FR","Without sequence","69.94","",""
"10/01/2025 04:00:00 - 10/01/2025 05:00:00","BZN|FR","Without sequence","70.07","",""
"10/01/2025 05:00:00 - 10/01/2025 06:00:00","BZN|FR","Without sequence","85.06","",""
"10/01/2025 06:00:00 - 10/01/2025 07:00:00","BZN|FR","Without sequence","101.8","",""
"10/01/2025 07:00:00 - 10/01/2025 08:00:00","BZN|FR","Without sequence","126.12","",""
"10/01/2025 08:00:00 - 10/01/2025 09:00:00","BZN|FR","Without sequence","140.33","",""
"10/01/2025 09:00:00 - 10/01/2025 10:00:00","BZN|FR","Without sequence","137.22","",""
"10/01/2025 10:00:00 - 10/01/2025 11:00:00","BZN|FR","Without sequence","123.57","",""
"10/01/2025 11:00:00 - 10/01/2025 12:00:00","BZN|FR","Without sequence","113.59","",""
"10/01/2025 12:00:00 - 10/01/2025 13:00:00","BZN|FR","Without sequence","107.43","",""
"10/01/2025 13:00:00 - 10/01/2025 14:00:00","BZN|FR","Without sequence","105.01","",""
"10/01/2025 14:00:00 - 10/01/2025 15:00:00","BZN|FR","Without sequence","110.01","",""
"10/01/2025 15:00:00 - 10/01/2025 16:00:00","BZN|FR","Without sequence","128.69","",""
"10/01/2025 16:00:00 - 10/01/2025 17:00:00","BZN|FR","Without sequence","135.57","",""
"10/01/2025 17:00:00 - 10/01/2025 18:00:00","BZN|FR","Without sequence","142.72","",""
"10/01/2025 18:00:00 - 10/01/2025 19:00:00","BZN|FR","Without sequence","144.28","",""
"10/01/2025 19:00:00 - 10/01/2025 20:00:00","BZN|FR","Without sequence","141.27","",""
"10/01/2025 20:00:00 - 10/01/2025 21:00:00","BZN|FR","Without sequence","134.83","",""
"10/01/2025 21:00:00 - 10/01/2025 22:00:00","BZN|FR","Without sequence","122.51","",""
"10/01/2025 22:00:00 - 10/01/2025 23:00:00","BZN|FR","Without sequence","119.79","",""
"10/01/2025 23:00:00 - 11/01/2025 00:00:00","BZN|FR","Without sequence","112.0","",""
"11/01/2025 00:00:00 - 11/01/2025 01:00:00","BZN|FR","Without sequence","112.0","",""
"11/01/2025 01:00:00 - 11/01/2025 02:00:00","BZN|FR","Without sequence","100.61","",""
"11/01/2025 02:00:00 - 11/01/2025 03:00:00","BZN|FR","Without sequence","96.32","",""
"11/01/2025 03:00:00 - 11/01/2025 04:00:00","BZN|FR","Without sequence","92.02","",""
"11/01/2025 04:00:00 - 11/01/2025 05:00:00","BZN|FR","Without sequence","90.82","",""
"11/01/2025 05:00:00 - 11/01/2025 06:00:00","BZN|FR","Without sequence","92.16","",""
"11/01/2025 06:00:00 - 11/01/2025 07:00:00","BZN|FR","Without sequence","95.46","",""
"11/01/2025 07:00:00 - 11/01/2025 08:00:00","BZN|FR","Without sequence","104.07","",""
"11/01/2025 08:00:00 - 11/01/2025 09:00:00","BZN|FR","Without sequence","115.85","",""
"11/01/2025 09:00:00 - 11/01/2025 10:00:00","BZN|FR","Without sequence","118.19","",""
"11/01/2025 10:00:00 - 11/01/2025 11:00:00","BZN|FR","Without sequence","114.24","",""
"11/01/2025 11:00:00 - 11/01/2025 12:00:00","BZN|FR","Without sequence","100.58","",""
"11/01/2025 12:00:00 - 11/01/2025 13:00:00","BZN|FR","Without sequence","97.14","",""
"11/01/2025 13:00:00 - 11/01/2025 14:00:00","BZN|FR","Without sequence","93.15","",""
"11/01/2025 14:00:00 - 11/01/2025 15:00:00","BZN|FR","Without sequence","95.74","",""
"11/01/2025 15:00:00 - 11/01/2025 16:00:00","BZN|FR","Without sequence","105.05","",""
"11/01/2025 16:00:00 - 11/01/2025 17:00:00","BZN|FR","Without sequence","113.29","",""
"11/01/2025 17:00:00 - 11/01/2025 18:00:00","BZN|FR","Without sequence","120.97","",""
"11/01/2025 18:00:00 - 11/01/2025 19:00:00","BZN|FR","Without sequence","123.86","",""
"11/01/2025 19:00:00 - 11/01/2025 20:00:00","BZN|FR","Without sequence","123.55","",""
"11/01/2025 20:00:00 - 11/01/2025 21:00:00","BZN|FR","Without sequence","119.95","",""
"11/01/2025 21:00:00 - 11/01/2025 22:00:00","BZN|FR","Without sequence","116.2","",""
"11/01/2025 22:00:00 - 11/01/2025 23:00:00","BZN|FR","Without sequence","113.27","",""
"11/01/2025 23:00:00 - 12/01/2025 00:00:00","BZN|FR","Without sequence","106.1","",""
"12/01/2025 00:00:00 - 12/01/2025 01:00:00","BZN|FR","Without sequence","110.36","",""
"12/01/2025 01:00:00 - 12/01/2025 02:00:00","BZN|FR","Without sequence","97.57","",""
"12/01/2025 02:00:00 - 12/01/2025 03:00:00","BZN|FR","Without sequence","90.0","",""
"12/01/2025 03:00:00 - 12/01/2025 04:00:00","BZN|FR","Without sequence","85.91","",""
"12/01/2025 04:00:00 - 12/01/2025 05:00:00","BZN|FR","Without sequence","85.0","",""
"12/01/2025 05:00:00 - 12/01/2025 06:00:00","BZN|FR","Without sequence","85.7","",""
"12/01/2025 06:00:00 - 12/01/2025 07:00:00","BZN|FR","Without sequence","90.13","",""
"12/01/2025 07:00:00 - 12/01/2025 08:00:00","BZN|FR","Without sequence","101.75","",""
"12/01/2025 08:00:00 - 12/01/2025 09:00:00","BZN|FR","Without sequence","114.97","",""
"12/01/2025 09:00:00 - 12/01/2025 10:00:00","BZN|FR","Without sequence","120.07","",""
"12/01/2025 10:00:00 - 12/01/2025 11:00:00","BZN|FR","Without sequence","117.77","",""
"12/01/2025 11:00:00 - 12/01/2025 12:00:00","BZN|FR","Without sequence","105.61","",""
"12/01/2025 12:00:00 - 12/01/2025 13:00:00","BZN|FR","Without sequence","102.99","",""
"12/01/2025 13:00:00 - 12/01/2025 14:00:00","BZN|FR","Without sequence","99.61","",""
"12/01/2025 14:00:00 - 12/01/2025 15:00:00","BZN|FR","Without sequence","95.4","",""
"12/01/2025 15:00:00 - 12/01/2025 16:00:00","BZN|FR","Without sequence","101.24","",""
"12/01/2025 16:00:00 - 12/01/2025 17:00:00","BZN|FR","Without sequence","109.56","",""
"12/01/2025 17:00:00 - 12/01/2025 18:00:00","BZN|FR","Without sequence","120.61","",""
